id,origin,destination,start_time,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,vec_x,vec_y,cluster
447,206,36,1116,Human,-319058629,-153730020#0,3728.58,1209.42,3966.29,1830.89,237.71000000000004,621.47,1
448,217,47,476,Human,165170685#1,-328471845#0,3633.26,1132.63,4593.32,2654.54,960.0599999999995,1521.9099999999999,1
449,74,200,821,Human,269702561#0,-201772616#1,3946.26,2664.14,3966.16,1152.56,19.899999999999636,-1511.58,0
450,33,60,186,Human,-319779153,-165172642#0,4084.39,1983.65,3705.59,1526.3,-378.7999999999997,-457.35000000000014,1
451,240,18,1050,Human,-165170681#1,319058644,3412.55,1078.47,4321.64,2344.8,909.0900000000001,1266.3300000000002,1
452,32,108,1602,Human,-153730018,-650145330#0,4227.83,1859.78,3732.31,1948.22,-495.52,88.44000000000005,1
453,258,125,681,Human,-1239117045,-36933151#0,4010.81,1632.45,3484.69,2216.71,-526.1199999999999,584.26,1
454,227,108,646,Human,319058646#0,-650145330#0,3716.77,1273.42,3732.31,1948.22,15.539999999999964,674.8,1
455,259,132,794,Human,-394443147#1,-698024153,3525.05,889.12,3661.06,1265.1,136.00999999999976,375.9799999999999,1
456,184,193,1694,Human,-698024153,-394443147#1,3650.26,1196.71,3530.41,886.57,-119.85000000000036,-310.14,1
457,260,172,370,Human,-36289599#1,-165170994#4,4194.85,2721.91,3436.9,925.36,-757.9500000000003,-1796.5499999999997,6
458,188,57,251,Human,-394443147#0,-650145324#1,3536.6,873.76,3827.79,2130.02,291.19000000000005,1256.26,1
459,261,110,659,Human,-165172642#2,36936590#6,3647.82,1321.88,3656.16,1766.12,8.33999999999969,444.2399999999998,1
460,7,204,1559,Human,36936590#6,-165172642#2,3624.39,1709.24,3723.99,1399.8,99.59999999999991,-309.44000000000005,6
461,105,148,89,Human,-394443146,1239117013#2,3577.1,969.88,3908.6,2004.19,331.5,1034.31,1
462,184,130,37,Human,-698024153,698024155#0,3650.26,1196.71,4190.9,1319.06,540.6399999999994,122.34999999999991,1
463,54,57,77,Human,165170685#0,-650145324#1,3533.55,1093.43,3827.79,2130.02,294.2399999999998,1036.59,1
464,54,205,118,Human,165170685#0,187827287,3533.55,1093.43,3298.93,3017.14,-234.62000000000035,1923.7099999999998,1
465,184,206,748,Human,-698024153,-394443152#1,3650.26,1196.71,3588.71,1049.29,-61.55000000000018,-147.42000000000007,1
466,54,66,87,Human,165170685#0,-165171782,3533.55,1093.43,3420.67,1164.81,-112.88000000000011,71.37999999999988,1
467,241,207,671,Human,-394443151#2,-165170818#8,3302.71,1554.92,3521.21,996.37,218.5,-558.5500000000001,6
468,234,6,928,Human,-165172165#1,319058646#1,3867.53,1404.44,3690.37,1172.16,-177.1600000000003,-232.27999999999997,1
469,105,132,1292,Human,-394443146,-698024153,3577.1,969.88,3661.06,1265.1,83.96000000000004,295.2199999999999,1
470,245,161,1427,Human,319058646#1,-243836884#1,3702.91,1216.22,3284.93,1186.31,-417.98,-29.910000000000082,1
471,217,125,139,Human,165170685#1,-36933151#0,3633.26,1132.63,3484.69,2216.71,-148.57000000000016,1084.08,1
472,23,176,1788,Human,269702544,-165170994#1,3722.7,2378.13,3380.15,816.0,-342.5499999999997,-1562.13,1
473,254,132,1089,Human,165170817,-698024153,3526.59,1068.19,3661.06,1265.1,134.4699999999998,196.90999999999985,1
474,117,141,397,Human,-36293459#0,36936423#2,3699.05,3580.57,3399.42,3066.79,-299.6300000000001,-513.7800000000002,0
475,12,16,1006,Human,-36294081#1,-156460683#0,4177.48,3912.82,3345.56,4371.28,-831.9199999999996,458.4599999999996,0
476,262,208,1485,Human,-156460683#1,-36293459#0,3458.43,4240.79,3541.21,3616.11,82.7800000000002,-624.6799999999998,4
477,117,71,1152,Human,-36293459#0,-35802097#1,3699.05,3580.57,3036.51,2745.83,-662.54,-834.7400000000002,6
478,39,209,223,Human,-35801597#3,37054132,3072.22,2602.05,3497.61,3880.48,425.3900000000003,1278.4299999999998,3
479,263,139,17,Human,-156460683#8,-35801597#3,3537.4,3623.57,3072.88,2591.9,-464.52,-1031.67,4
480,264,40,1021,Human,-36293752#3,156467000#3,3912.18,3549.48,3001.2,3022.72,-910.98,-526.7600000000002,6
481,204,210,1249,Human,187827276,-187827282#1,3139.32,3136.04,2971.37,3257.97,-167.95000000000027,121.92999999999984,3
482,265,152,795,Human,394456402#0,156467000#0,3304.56,4206.65,3112.51,3053.48,-192.04999999999973,-1153.1699999999996,4
483,266,10,1425,Human,-698018295#3,187827276,3071.57,2744.78,3101.9,3184.81,30.329999999999927,440.02999999999975,3
484,267,2,1777,Human,319058593,-156460683#5,3216.4,4132.25,3501.02,3995.22,284.6199999999999,-137.0300000000002,4
485,268,78,489,Human,319058598,-37054066,3175.9,3094.68,3769.23,3560.98,593.3299999999999,466.3000000000002,3
486,28,147,34,Human,-156460683#0,-36933307#1,3402.48,4301.31,3678.83,2456.48,276.3499999999999,-1844.8300000000004,4
487,193,211,1341,Human,-156460691,-36293459#1,3293.89,4209.57,3706.05,3580.32,412.1600000000003,-629.2499999999995,4
488,269,2,1729,Human,36936423#6,-156460683#5,3482.94,3034.29,3501.02,3995.22,18.079999999999927,960.9299999999998,3
489,193,71,508,Human,-156460691,-35802097#1,3293.89,4209.57,3036.51,2745.83,-257.37999999999965,-1463.7399999999998,4
490,262,71,1301,Human,-156460683#1,-35802097#1,3458.43,4240.79,3036.51,2745.83,-421.9199999999996,-1494.96,4
491,270,71,1761,Human,-319058625,-35802097#1,3363.06,3935.0,3036.51,2745.83,-326.5499999999997,-1189.17,4
492,193,2,1226,Human,-156460691,-156460683#5,3293.89,4209.57,3501.02,3995.22,207.1300000000001,-214.3499999999999,4
493,193,144,1625,Human,-156460691,-156460681#1,3293.89,4209.57,3354.75,3818.0,60.86000000000013,-391.5699999999997,4
494,271,2,1614,Human,-156460677,-156460683#5,3358.75,3960.31,3501.02,3995.22,142.26999999999998,34.909999999999854,4
495,271,2,912,Human,-156460677,-156460683#5,3358.75,3960.31,3501.02,3995.22,142.26999999999998,34.909999999999854,4
496,193,104,185,Human,-156460691,918716574#0,3293.89,4209.57,3773.79,2917.64,479.9000000000001,-1291.9299999999998,4
497,272,71,563,Human,-187827283#2,-35802097#1,2837.21,3266.1,3036.51,2745.83,199.30000000000018,-520.27,3
498,245,212,613,Human,319058646#1,187827279,3702.91,1216.22,3100.36,3111.74,-602.5499999999997,1895.5199999999998,1
499,273,213,56,Human,-187827282#1,36934835#2,2919.51,3318.59,3545.52,2701.75,626.0099999999998,-616.8400000000001,4
500,274,78,515,Human,-1238426234#0,-37054066,3043.55,2187.95,3769.23,3560.98,725.6799999999998,1373.0300000000002,3
501,275,1,1146,Human,551044539,37052930,3004.5,2829.5,3560.97,3019.52,556.4699999999998,190.01999999999998,3
502,197,175,1178,Human,156467000#0,-327343096,3134.28,3084.03,2893.12,2503.18,-241.1600000000003,-580.8500000000004,3
503,276,27,821,Human,327343097#1,-36293459#8,2901.14,2504.57,3965.27,3464.79,1064.13,960.2199999999998,6
504,277,214,1001,Human,-339701637,319058612#0,2971.65,2420.08,3965.09,2877.17,993.44,457.09000000000015,6
505,263,215,112,Human,-156460683#8,-394446873#2,3537.4,3623.57,2997.85,1977.61,-539.5500000000002,-1645.9600000000003,6
506,278,216,370,Human,-156480737#1,-394446873#0,3897.12,3071.42,2925.0,1769.57,-972.1199999999999,-1301.8500000000001,6
507,279,71,1499,Human,-187827282#0,-35802097#1,2977.83,3250.1,3036.51,2745.83,58.68000000000029,-504.27,3
508,23,4,1455,Human,269702544,-394443151#2,3722.7,2378.13,3249.2,1483.56,-473.5,-894.5700000000002,1
509,280,172,132,Human,37053056#2,-165170994#4,3130.75,3410.06,3436.9,925.36,306.1500000000001,-2484.7,4
510,281,66,263,Human,698018293,-165171782,3656.14,2967.63,3420.67,1164.81,-235.4699999999998,-1802.8200000000002,6
511,80,152,284,Human,35801597#4,156467000#0,3074.53,2616.62,3112.51,3053.48,37.98000000000002,436.8600000000001,3
512,282,152,1042,Human,-35802097#1,156467000#0,3008.14,2746.51,3112.51,3053.48,104.37000000000035,306.9699999999998,3
513,283,10,755,Human,-327343096,187827276,2801.84,2516.78,3101.9,3184.81,300.05999999999995,668.0299999999997,3
514,39,40,1686,Human,-35801597#3,156467000#3,3072.22,2602.05,3001.2,3022.72,-71.01999999999998,420.6699999999996,3
515,186,177,503,Human,-165170818#3,37056055#1,3490.43,816.38,3636.8,3146.22,146.37000000000035,2329.8399999999997,1
516,151,139,624,Human,-35801699#1,-35801597#3,3094.16,2735.95,3072.88,2591.9,-21.279999999999745,-144.04999999999973,3
517,39,217,1224,Human,-35801597#3,-35801699#1,3072.22,2602.05,3217.8,2583.0,145.58000000000038,-19.050000000000182,3
518,223,71,379,Human,36288851#0,-35802097#1,3394.52,2593.98,3036.51,2745.83,-358.00999999999976,151.8499999999999,3
519,225,172,196,Human,-35802071#0,-165170994#4,3317.8,2557.32,3436.9,925.36,119.09999999999991,-1631.96,4
520,249,105,672,Human,-165170818#1,-156480737#2,3422.49,780.17,3903.65,3084.79,481.1600000000003,2304.62,1
521,184,135,241,Human,-698024153,36288851#0,3650.26,1196.71,3518.05,2505.32,-132.21000000000004,1308.6100000000001,1
522,284,125,238,Human,394446873#1,-36933151#0,2990.43,1928.48,3484.69,2216.71,494.2600000000002,288.23,3
