id,start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,cluster
618,1128,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,156
619,1131,17,20,Human,-18809673#6,272042145,211318.32,451074.855,213478.39,452442.76,165
620,1132,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,128
621,1133,17,86,Human,-18809673#6,201950247#0,211318.32,451074.855,213047.505,452788.19,4
622,1139,93,2,Human,201201950#3,32978638#0,213058.9,452457.17,213633.66,451984.92,276
623,1140,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,198
624,1140,27,2,Human,28319300#3,32978638#0,212238.04,452544.145,213633.66,451984.92,61
625,1140,16,87,Human,-32978638#0,24634413#1,213640.75,451987.935,213138.58,452196.55,84
626,1144,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,171
627,1152,94,3,Human,128361109#3,386687235,211815.32,452199.18,213478.36,452435.42,24
628,1152,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,153
629,1155,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,59
630,1157,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,291
631,1158,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,288
632,1158,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,299
633,1158,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,195
634,1158,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,276
635,1163,95,1,Human,23525483#7,-128361102#1,212481.115,451820.435,211388.46,451952.25,270
636,1164,4,88,Human,-306240162#1,28111977#0,211638.505,452888.985,211770.735,451534.43,152
637,1164,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,27
638,1167,96,3,Human,-18809672#6,386687235,211711.06,451614.59,213478.36,452435.42,6
639,1167,51,3,Human,176550249#4,386687235,212591.23,452310.34,213478.36,452435.42,89
640,1173,97,3,Human,-24634417,386687235,213300.02,452296.75,213478.36,452435.42,113
641,1173,53,9,Human,176550249#1,201238729#3,212068.5,452219.52,211438.31,452110.43,276
642,1173,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,192
643,1173,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,136
644,1175,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,13
645,1176,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,281
646,1177,4,76,Human,-306240162#1,24634513#0,211638.505,452888.985,212065.12,452213.73,119
647,1179,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,310
648,1182,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,279
649,1192,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,330
650,1194,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,302
651,1197,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42,314
652,1198,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42,71
653,1202,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,187
654,1207,98,9,Human,201201945#3,201238729#3,212623.01,452632.065,211438.31,452110.43,165
655,1208,64,20,Human,-136728347#4,272042145,212422.34,451683.04,213478.39,452442.76,182
656,1211,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,76
657,1212,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,163
658,1212,11,65,Human,128361109#1,24634411,211442.47,452097.55,212936.765,452442.57,222
659,1214,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,44
660,1215,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,85
661,1217,7,1,Human,272042143,-128361102#1,213484.675,452457.545,211388.46,451952.25,100
662,1218,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,250
663,1220,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,341
664,1220,4,12,Human,-306240162#1,447569997#1,211638.505,452888.985,213435.6,452999.15,107
665,1221,6,5,Human,201201953#4,-266565295#5,212565.76,452330.09,213811.85,452244.51,338
666,1223,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,69
667,1225,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,258
668,1225,8,89,Human,266565295#5,24634511,213807.23,452252.93,212635.315,452274.335,209
669,1226,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,183
670,1229,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,100
671,1230,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,199
672,1231,7,90,Human,272042143,40888359,213484.675,452457.545,212454.955,452765.495,35
673,1232,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,61
674,1233,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,62
675,1235,7,91,Human,272042143,170018165#2,213484.675,452457.545,211783.77,452556.24,5
676,1236,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,191
677,1237,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,66
678,1239,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,177
679,1241,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,5
680,1243,99,10,Human,-22716073,306240162#0,212132.355,451619.995,211642.94,452890.83,246
681,1243,100,10,Human,25145014#0,306240162#0,212665.71,451616.355,211642.94,452890.83,154
682,1244,49,3,Human,-201950247#0,386687235,213053.065,452789.84,213478.36,452435.42,76
683,1244,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,39
684,1244,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,170
685,1244,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,217
686,1245,24,10,Human,-160314345#5,306240162#0,213480.015,452304.825,211642.94,452890.83,71
687,1245,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,339
688,1246,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,21
689,1247,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,167
690,1250,0,92,Human,315358244,51857516#1,212975.4675,453432.9725,213659.92,452143.84,60
691,1258,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,60
692,1258,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,290
693,1259,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,8
694,1259,0,93,Human,315358244,32999110#0,212975.4675,453432.9725,213396.5,452050.2025,307
695,1263,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,288
696,1265,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,36
697,1269,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,277
698,1273,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,205
699,1275,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,184
700,1278,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,176
701,1283,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,76
702,1285,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,75
703,1286,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,306
704,1287,101,22,Human,-24634514#1,-83304175#2,212051.21,452155.1,213340.28,451635.835,137
705,1290,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,285
706,1291,16,94,Human,-32978638#0,201201953#12,213640.75,451987.935,211921.37,452227.84,199
707,1294,16,3,Human,-32978638#0,386687235,213640.75,451987.935,213478.36,452435.42,92
708,1298,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,147
709,1298,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,299
710,1300,7,77,Human,272042143,-26677216#0,213484.675,452457.545,212886.595,452950.915,87
711,1301,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,181
712,1303,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,225
713,1304,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,12
714,1306,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,45
715,1307,16,18,Human,-32978638#0,24634510#6,213640.75,451987.935,212342.785,452084.485,214
716,1307,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,39
717,1309,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,94
718,1309,7,4,Human,272042143,399835085#1,213484.675,452457.545,212001.44,453157.175,28
719,1310,4,89,Human,-306240162#1,24634511,211638.505,452888.985,212635.315,452274.335,275
720,1311,64,10,Human,-136728347#4,306240162#0,212422.34,451683.04,211642.94,452890.83,239
721,1314,8,95,Human,266565295#5,-201201945#0,213807.23,452252.93,212802.24,452494.04,142
722,1314,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,307
723,1315,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,155
724,1316,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92,223
725,1316,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,97
726,1317,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,321
727,1318,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,112
728,1318,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,32
729,1320,8,96,Human,266565295#5,-129379918#1,213807.23,452252.93,213249.65,452974.4,63
730,1320,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,300
731,1323,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,258
732,1323,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,70
733,1325,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42,221
734,1326,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,223
735,1328,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,107
736,1330,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,336
737,1331,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,260
738,1332,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,106
739,1335,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,325
740,1336,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,70
741,1337,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,294
742,1337,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,280
743,1338,102,3,Human,26677542#1,386687235,212869.205,453055.665,213478.36,452435.42,116
744,1338,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,279
745,1339,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,209
746,1340,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,69
747,1341,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,57
748,1346,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,73
749,1348,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,300
750,1349,73,5,Human,-315392062#4,-266565295#5,212998.0,452182.605,213811.85,452244.51,280
751,1349,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,313
752,1354,103,9,Human,-24634510#15,201238729#3,211980.63,452074.88,211438.31,452110.43,20
753,1355,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,49
754,1359,17,16,Human,-18809673#6,30482615#1,211318.32,451074.855,212028.14,450765.2,132
755,1361,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,250
756,1365,104,5,Human,24634414#5,-266565295#5,213262.8,452059.365,213811.85,452244.51,324
757,1366,10,5,Human,24634507,-266565295#5,212909.515,451808.915,213811.85,452244.51,246
758,1375,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,199
759,1376,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,271
760,1376,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,240
761,1377,16,4,Human,-32978638#0,399835085#1,213640.75,451987.935,212001.44,453157.175,170
762,1378,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92,224
763,1379,0,0,Human,315358244,-25149001#4,212975.4675,453432.9725,212672.595,451274.97,334
764,1380,8,97,Human,266565295#5,-170018165#3,213807.23,452252.93,211801.515,452498.72,214
765,1380,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,48
766,1381,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,287
767,1381,0,98,Human,315358244,24634510#1,212975.4675,453432.9725,212430.33,452107.745,341
768,1381,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,190
769,1382,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,251
770,1382,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,105
771,1383,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,264
772,1385,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,41
773,1385,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,197
774,1386,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,54
775,1388,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,250
776,1388,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,17
777,1388,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,159
778,1389,4,4,Human,-306240162#1,399835085#1,211638.505,452888.985,212001.44,453157.175,104
779,1390,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,297
780,1391,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,194
781,1393,4,55,Human,-306240162#1,176550249#4,211638.505,452888.985,212840.87,452415.74,293
782,1397,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,174
783,1397,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,297
784,1398,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,93
785,1401,17,3,Human,-18809673#6,386687235,211318.32,451074.855,213478.36,452435.42,248
786,1403,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,61
787,1403,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,53
788,1404,8,99,Human,266565295#5,-26677542#1,213807.23,452252.93,212872.935,453060.105,119
789,1404,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,204
790,1405,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,113
791,1408,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,31
792,1409,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,273
793,1409,105,1,Human,25190140#1,-128361102#1,212564.64,451219.615,211388.46,451952.25,188
794,1410,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,113
795,1412,106,5,Human,-32124743,-266565295#5,213137.68,451705.44,213811.85,452244.51,334
796,1412,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92,69
797,1412,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,201
798,1414,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,153
799,1414,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,260
800,1415,50,9,Human,-24634411,201238729#3,212931.69,452439.76,211438.31,452110.43,269
801,1415,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,107
802,1416,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,101
803,1417,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,3
804,1417,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,81
805,1419,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,196
806,1419,107,20,Human,23166741#5,272042145,213013.61,452486.19,213478.39,452442.76,164
807,1420,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,192
808,1421,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,305
809,1421,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,302
810,1422,7,100,Human,272042143,201950247#6,213484.675,452457.545,213171.76,452602.06,326
811,1424,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,44
812,1425,16,4,Human,-32978638#0,399835085#1,213640.75,451987.935,212001.44,453157.175,8
813,1426,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,181
814,1426,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,77
815,1428,108,4,Human,25117391#0,399835085#1,212300.41,452881.115,212001.44,453157.175,282
816,1428,7,9,Human,272042143,201238729#3,213484.675,452457.545,211438.31,452110.43,106
817,1430,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,83
818,1431,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,126
819,1431,49,2,Human,-201950247#0,32978638#0,213053.065,452789.84,213633.66,451984.92,162
820,1434,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,194
821,1435,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,265
822,1436,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,97
823,1436,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,146
824,1437,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,269
825,1442,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,165
826,1442,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,118
827,1444,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,293
828,1444,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,217
829,1446,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,183
830,1447,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,2
831,1450,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,249
832,1453,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,183
833,1454,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,208
834,1455,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,126
835,1456,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,122
836,1457,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,53
837,1458,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,326
838,1463,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,93
839,1464,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,78
840,1465,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,138
841,1466,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,289
842,1467,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,238
843,1468,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,140
844,1469,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,225
845,1470,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,71
846,1470,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,38
847,1470,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,198
848,1473,19,3,Human,-26677542#0,386687235,212861.46,453069.875,213478.36,452435.42,69
849,1474,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,129
850,1475,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,283
851,1476,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,61
852,1478,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,137
853,1480,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,248
854,1481,49,9,Human,-201950247#0,201238729#3,213053.065,452789.84,211438.31,452110.43,232
855,1482,109,20,Human,-224892339#3,272042145,212059.575,452797.085,213478.39,452442.76,41
856,1487,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,174
857,1487,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,123
858,1488,0,101,Human,315358244,-201238718#1,212975.4675,453432.9725,212868.26,452367.03,98
859,1489,32,2,Human,-24634509#7,32978638#0,212847.145,452042.39,213633.66,451984.92,270
860,1490,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,314
861,1491,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,3
862,1492,0,102,Human,315358244,53396619#3,212975.4675,453432.9725,213145.99,452689.835,138
863,1492,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,105
864,1496,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,42
865,1497,0,12,Human,315358244,447569997#1,212975.4675,453432.9725,213435.6,452999.15,194
866,1498,8,9,Human,266565295#5,201238729#3,213807.23,452252.93,211438.31,452110.43,146
867,1500,110,10,Human,-233675413#0,306240162#0,212476.12,451690.46,211642.94,452890.83,235
868,1501,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,11
869,1501,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,177
870,1503,7,10,Human,272042143,306240162#0,213484.675,452457.545,211642.94,452890.83,184
871,1503,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,190
872,1505,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,162
873,1506,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,95
874,1517,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,224
875,1517,37,81,Human,201201935#0,-201963522#3,211141.53,451674.18,211680.385,451397.68,110
876,1518,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,311
877,1519,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,243
878,1520,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,315
879,1521,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,49
880,1521,1,10,Human,10425609#0,306240162#0,213091.635,451303.575,211642.94,452890.83,126
881,1523,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,38
882,1523,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,145
883,1526,11,20,Human,128361109#1,272042145,211442.47,452097.55,213478.39,452442.76,34
884,1528,11,2,Human,128361109#1,32978638#0,211442.47,452097.55,213633.66,451984.92,298
885,1531,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,18
886,1535,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,70
887,1536,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,223
888,1538,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,30
889,1539,11,5,Human,128361109#1,-266565295#5,211442.47,452097.55,213811.85,452244.51,123
890,1539,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,337
891,1543,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,106
892,1545,77,3,Human,-40888356#6,386687235,212389.775,452327.155,213478.36,452435.42,57
893,1545,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,342
894,1546,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,49
895,1548,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,26
896,1548,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,167
897,1549,24,1,Human,-160314345#5,-128361102#1,213480.015,452304.825,211388.46,451952.25,127
898,1549,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,284
899,1550,57,20,Human,176550249#0,272042145,211922.89,452213.87,213478.39,452442.76,182
900,1555,68,10,Human,24634411,306240162#0,213043.62,452220.67,211642.94,452890.83,330
901,1557,8,10,Human,266565295#5,306240162#0,213807.23,452252.93,211642.94,452890.83,161
902,1558,111,3,Human,28319300#0,386687235,212350.62,452822.42,213478.36,452435.42,89
903,1558,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,47
904,1559,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,39
905,1561,112,10,Human,-201950263#10,306240162#0,212986.375,453340.595,211642.94,452890.83,338
906,1562,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,326
907,1563,47,3,Human,315392062#0,386687235,213156.245,451990.345,213478.36,452435.42,292
908,1564,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,276
909,1566,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,141
910,1574,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,303
911,1578,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,60
912,1580,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,330
913,1580,13,4,Human,-447569998#1,399835085#1,213434.54,453008.69,212001.44,453157.175,68
914,1582,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,224
915,1583,113,10,Human,-24634517#3,306240162#0,212047.175,451832.05,211642.94,452890.83,281
916,1584,114,3,Human,-201201945#6,386687235,212473.23,452736.995,213478.36,452435.42,178
917,1585,4,2,Human,-306240162#1,32978638#0,211638.505,452888.985,213633.66,451984.92,167
918,1586,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,99
919,1589,42,9,Human,24634513#0,201238729#3,212250.8,452064.83,211438.31,452110.43,306
920,1589,4,90,Human,-306240162#1,40888359,211638.505,452888.985,212454.955,452765.495,273
921,1591,115,2,Human,-40888351#2,32978638#0,213197.235,452922.725,213633.66,451984.92,146
922,1591,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,265
923,1591,16,4,Human,-32978638#0,399835085#1,213640.75,451987.935,212001.44,453157.175,154
924,1592,16,9,Human,-32978638#0,201238729#3,213640.75,451987.935,211438.31,452110.43,25
